query,response,count
你好play,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""7ec6ed80-387e-48be-b880-b24485035f2c"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 11:46:53.000"",""service_id"":""S52852""}}",1
这两天去练去练,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""9a337758-9c6a-41e1-a39e-bfe9231c68f5"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 11:45:24.000"",""service_id"":""S52852""}}",1
请你关于油烟机,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""fd1a02bb-9245-4df9-a624-9679ac2d7ac2"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 11:43:52.000"",""service_id"":""S52852""}}",1
好吧你再这么慢那,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""2ae97a7d-0c4c-4bf7-a429-4894e94493c6"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 11:39:29.000"",""service_id"":""S52852""}}",1
我来了到时候再看,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""69607b13-c041-4bcc-80df-29ddfc015df5"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 11:41:45.000"",""service_id"":""S52852""}}",1
co,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""7f477905-d0b2-4ae5-b8e6-a215ade2b102"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 11:15:33.000"",""service_id"":""S52852""}}",1
过来,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""82b03ce7-a6ca-43b9-b79a-f8d069ca9cf2"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 11:15:34.000"",""service_id"":""S52852""}}",1
你眼睛没题,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""f79bc72f-ad76-422d-a735-c99963a362b3"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 11:18:25.000"",""service_id"":""S52852""}}",1
他啥时候回来,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""48ef8ad5-e099-4223-9593-1e6a169d3c4d"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 10:55:16.000"",""service_id"":""S52852""}}",1
三年级下册作文,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""fcb143f1-7a1c-429f-ada9-afa3eed42e99"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 10:28:41.000"",""service_id"":""S52852""}}",1
你们那里,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""7509cf29-cc59-41bb-94c4-172566fb20e4"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 11:16:17.000"",""service_id"":""S52852""}}",1
我也一样谁知道,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""9c8806b7-b4bd-404e-8570-5e4672db59fb"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 11:12:28.000"",""service_id"":""S52852""}}",1
最后十八现在几点了,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""8139c150-ca09-4ef0-9e10-b96a35129c32"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 07:29:01.000"",""service_id"":""S52852""}}",1
腾讯里有我的好邻居,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""4859ef8a-dbdc-4213-ab81-4d8132e893d0"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 07:09:13.000"",""service_id"":""S52852""}}",1
我自己感觉真的是不,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""51ca6394-182b-47b2-b50d-07febdd6de85"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 08:09:35.000"",""service_id"":""S52852""}}",1
我们坐一会儿我们们们们们,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""bcdf0ac0-9180-425c-999e-26c2db992403"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 08:19:46.000"",""service_id"":""S52852""}}",1
大爷公司你的真诚是不是,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""bb92a72c-a3d0-4cce-9713-55228f5545fa"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 08:25:06.000"",""service_id"":""S52852""}}",1
欧美人体艺术发生在多少皇帝去了150,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""3c383028-cb4e-4bc3-9374-71a0a5138fa1"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 08:01:09.000"",""service_id"":""S52852""}}",1
打到后头了以后都上唐山做去行吗,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""09a4107b-f5c7-4b0c-a047-3aad5fd8ae00"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 09:01:17.000"",""service_id"":""S52852""}}",1
不管你不管是真材实料的啊,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""ddf5fa9b-67b3-43d2-ba22-9a34bac99fea"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 09:50:36.000"",""service_id"":""S52852""}}",1
啥咱俩咋什么咋了有护士分,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""17e6e9b7-c65a-4ce0-8bb3-9af91dc371b0"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 08:45:18.000"",""service_id"":""S52852""}}",1
火星人火星人是什么星座开了多少吗,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""0da02e10-5b11-4e34-9296-9674593ea413"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 08:42:31.000"",""service_id"":""S52852""}}",1
你问他是自己吃还是送人呗是,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""5b5366df-b274-41cc-9dc3-8e99a2fbc7bb"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 08:43:51.000"",""service_id"":""S52852""}}",1
啥都不知道都生气了,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""f19fcb53-5fd3-4d9c-93b8-ea29265832bb"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 11:59:47.000"",""service_id"":""S52852""}}",1
郑天浩在啊你号码我给他弄没了,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""32d5be10-4d57-42ef-8d7c-f6621d95e92d"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 11:34:57.000"",""service_id"":""S52852""}}",1
我就是我一个我一个,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""8ba937a3-6f81-4585-9e67-734fb4275e19"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 11:43:53.000"",""service_id"":""S52852""}}",1
你看看作业我也不知道作业你有抄吗,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""65130a9f-4cb1-42f9-8558-520bd6d1361b"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 11:39:32.000"",""service_id"":""S52852""}}",1
深圳市冠区银河小区吗,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""eb5d6070-b8e3-4957-9049-9b18e0c3609e"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 11:05:22.000"",""service_id"":""S52852""}}",1
啥当初没招呼你啊你在歇着吧,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""7b578af2-dda9-4404-a763-ecdf9898667d"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 11:21:46.000"",""service_id"":""S52852""}}",1
吃饭了没看完了你还你还你,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""73cdf532-4230-4158-9d0f-fc6c0ac02cce"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 10:10:43.000"",""service_id"":""S52852""}}",1
妈的她妈的她妈的你要死啊,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""84ee5ea8-72b5-437c-8e12-fa5bb922bedc"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 11:50:07.000"",""service_id"":""S52852""}}",1
这个问题要专个在家里是不是放在她家里讲话就会很吓人,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""07efd6e7-7a67-4d2a-9d9c-706d7ce978ef"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 10:24:39.000"",""service_id"":""S52852""}}",1
哦那你后来我就赶紧催了你知道吗他一直说没钱我还不是因为她妈我让你阿姨来体验吗,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""4f66882e-f6df-4bd6-ba97-3261effdb6f2"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-04 09:37:35.000"",""service_id"":""S52852""}}",1
把排风,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""on"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":[],""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
工力小点,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""down"",""mod"":""hood"",""property"":""gear"",""property_unit"":null,""property_value"":[],""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
增大音量,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""up"",""mod"":""integrated_stove"",""property"":""sound_volume"",""property_unit"":null,""property_value"":[],""reply"":"""",""skill_id"":""1105073"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1105073"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",1
