query	domain	intent	slots
边拖边扫全屋	narwal_clean_function	start_sweep_and_mop	"[[""location"", 4, 6]]"
今天只扫不洗地	narwal_schedule_management	view_schedule	"[[""is_start_clean"", 5, 6], [""is_start_sweep"", 3, 4], [""time"", 0, 2]]"
进行全屋边扫边拖	narwal_clean_function	start_sweep_and_mop	"[[""location"", 2, 4]]"
请结束任务并返回基站	narwal_other_function	start_back_station	[]
拖地又脏拖	narwal_clean_function	start_mop	[]
继续开始扫地	narwal_clean_function	continue_sweep	[]
诶怎么啦诶	narwal_other_function	info_error_status	[]
如何清理踢脚线	narwal_clean_function	start_clean	"[[""location"", 5, 7]]"
回工作舱	narwal_other_function	start_back_station	[]
边扫边拖餐厅	narwal_clean_function	start_sweep_and_mop	"[[""location"", 4, 6]]"
he来扫下我这里来	narwal_clean_function	come_here_sweep	[]
打扫沙发前面	narwal_clean_function	start_clean	[]
打扫一打扫一下房间	narwal_clean_function	start_clean	"[[""location"", 7, 9]]"
继续边扫边拖	narwal_clean_function	continue_sweep_and_mop	[]
请继续进行打扫	narwal_clean_function	continue_clean	[]
把家里的卧室打扫一下	narwal_clean_function	start_clean	"[[""location"", 1, 6]]"
出来打扫卫生吧	narwal_clean_function	start_clean	[]
来客厅打扫客厅	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
清洁门前	narwal_clean_function	start_clean	[]
啥情况现在	narwal_other_function	info_error_status	[]
回基地吧回基站	narwal_other_function	start_back_station	[]
清理主卧和次卧和走廊	narwal_clean_function	start_clean	[]
打扫厨房一	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
别扫了嗯	narwal_clean_function	stop_sweep	[]
进行扫拖	narwal_clean_function	start_sweep_and_mop	[]
扫拖一遍厨房和我这	narwal_clean_function	start_sweep_and_mop	"[[""frequency"", 2, 3], [""location"", 4, 6]]"
直接打扫客厅	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
清洁一下副客厅	narwal_clean_function	start_clean	"[[""location"", 4, 7]]"
扫拖儿童房次卧	narwal_clean_function	start_sweep_and_mop	[]
去返回基座	narwal_other_function	start_back_station	[]
停止任务回家	narwal_other_function	start_back_station	[]
厨房边扫边拖	narwal_clean_function	start_sweep_and_mop	"[[""location"", 0, 2]]"
边扫边拖卧室	narwal_clean_function	start_sweep_and_mop	"[[""location"", 4, 6]]"
沙发前面	narwal_clean_function	move	[]
晚上七点把全屋拖一下晚上八	narwal_schedule_management	set_schedule	"[[""is_start_mop"", 7, 8], [""location"", 5, 7], [""time"", 0, 4]]"
晚上七点把拖布拖一下	narwal_schedule_management	set_schedule	"[[""is_start_mop"", 5, 8], [""time"", 0, 4]]"
我换了强力那个烘干以后它就可以烘干了	narwal_other_function	start_drying	[]
开始开始扫地模式	narwal_clean_function	start_sweep	[]
回停任务回基站	narwal_other_function	start_back_station	[]
边扫边拖卧室一	narwal_clean_function	start_sweep_and_mop	"[[""location"", 4, 7]]"
厨房脏了然后	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
嗯继续打扫	narwal_clean_function	continue_clean	[]
全屋清洁先打	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
打扫一下厨房擦掉了	narwal_clean_function	start_mop	[]
走廊打扫一下	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
晚上七点把全屋拖	narwal_schedule_management	set_schedule	"[[""is_start_mop"", 7, 8], [""location"", 5, 7], [""time"", 0, 4]]"
去拖下主卧的地	narwal_clean_function	start_mop	"[[""location"", 3, 5]]"
到我这里清扫一下我在卧室	narwal_clean_function	come_here_clean	[]
边拖边扫客厅	narwal_clean_function	start_sweep_and_mop	"[[""location"", 4, 6]]"
到这扫一下	narwal_clean_function	come_here_sweep	[]
把客厅全部都拖一遍	narwal_clean_function	start_mop	"[[""frequency"", 7, 8]]"
清洁客厅厨房和卧室在厨	narwal_clean_function	start_clean	[]
开始清洁不要清洁卧室	narwal_clean_function	stop_clean	"[[""location"", 8, 10]]"
打扫一下走廊和主卧	narwal_clean_function	start_clean	[]
我在客厅你过来我这里清理	narwal_clean_function	come_here_clean	[]
拖干地面	narwal_clean_function	start_mop	[]
继续打扫餐厅	narwal_clean_function	continue_clean	"[[""location"", 4, 6]]"
清扫卧室二	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
打扫一下主卧书房还有	narwal_clean_function	start_clean	"[[""location"", 4, 8]]"
请来我这里清扫	narwal_clean_function	come_here_clean	[]
去拖	narwal_clean_function	start_mop	[]
开始进行全屋清	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
扫拖一下我这里	narwal_clean_function	come_here_sweep_and_mop	[]
出来边扫边拖	narwal_clean_function	start_sweep_and_mop	[]
如何更换尘盒	narwal_other_function	start_collect_dust	[]
开始先扫后	narwal_clean_function	start_sweep	[]
清呃	narwal_clean_function	start_clean	[]
开始拖全屋	narwal_clean_function	start_mop	"[[""location"", 3, 5]]"
开启全屋边扫边拖	narwal_clean_function	start_sweep_and_mop	"[[""location"", 2, 4]]"
开始扫全屋	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
拖干客厅地面	narwal_clean_function	start_mop	"[[""location"", 2, 4]]"
请拖干客厅地面	narwal_clean_function	start_mop	"[[""location"", 3, 5]]"
继续清洁主卧	narwal_clean_function	continue_clean	"[[""location"", 4, 6]]"
到这边来清洁到这边来扫地	narwal_clean_function	come_here_sweep	[]
出现什么故障了	narwal_other_function	info_error_status	[]
请帮我把客厅打扫打扫	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
出来吸地	narwal_clean_function	start_sweep	[]
去扫一下卧室	narwal_clean_function	start_sweep	"[[""location"", 4, 6]]"
嗨请打扫餐厅	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
在回基站	narwal_other_function	start_back_station	[]
手机回基站	narwal_other_function	start_back_station	[]
洗拖同时全屋清扫	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
打扫我身边	narwal_clean_function	come_here_clean	[]
机器人在基站内吗	narwal_other_function	info_location_status	[]
把这个地方拖一下	narwal_clean_function	come_here_mop	[]
来来	narwal_clean_function	come_here	[]
你还要充多久啊电池	narwal_other_function	info_elec_status	[]
你为什么不动	narwal_other_function	info_error_status	[]
你是不是坏了	narwal_other_function	info_error_status	[]
这里把这里弄干净	narwal_clean_function	come_here_clean	[]
你现在电量多少了	narwal_other_function	info_elec_status	[]
出来把客厅打扫	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
把这块重点打扫一下	narwal_clean_function	come_here_clean	[]
过来过来扫一下过来	narwal_clean_function	start_sweep	[]
哦这个是拖地的	narwal_clean_function	start_mop	[]
这边这边过来扫这边	narwal_clean_function	come_here_sweep	[]
开始扫地客厅	narwal_clean_function	start_sweep	"[[""location"", 4, 6]]"
你地拖完了吗	narwal_other_function	info_clean_progress	[]
出来清洁一下客厅地毯	narwal_clean_function	start_clean	[]
还有没有清洁故障	narwal_other_function	info_error_status	[]
不擦地不擦	narwal_clean_function	stop_mop	[]
只扫客厅不拖	narwal_clean_function	start_sweep	"[[""location"", 2, 4]]"
只扫客厅不用拖	narwal_clean_function	start_sweep	"[[""location"", 2, 4]]"
停止充电工作	narwal_other_function	stop_back_station	[]
呃来一下我这边	narwal_clean_function	come_here	[]
来清洗一下客厅	narwal_clean_function	start_clean	"[[""location"", 5, 7]]"
建图继续	narwal_other_function	continue_generate_map	[]
这边忘记建图了	narwal_other_function	stop_generate_map	[]
死机了一样的不知道什么情况	narwal_other_function	info_error_status	[]
过来过来这跳来打扫这	narwal_clean_function	come_here_clean	[]
擦一下餐桌附近	narwal_clean_function	start_mop	[]
把全屋拖扫一遍	narwal_clean_function	start_sweep_and_mop	"[[""frequency"", 5, 6], [""location"", 1, 3]]"
来主卧打扫	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
去主卧室扫地	narwal_clean_function	start_sweep	"[[""location"", 1, 4]]"
扫拖同时一	narwal_clean_function	start_sweep_and_mop	[]
开始打扫走道	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
清理我站的地面	narwal_clean_function	come_here_clean	[]
清洁剂容量	narwal_other_function	info_consumable	"[[""consumable"", 0, 3]]"
打扫打扫北四二	narwal_clean_function	start_clean	[]
打扫北次卧	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
把沙发底下拖一下扫一下	narwal_clean_function	start_sweep	[]
把沙发底下扫一下	narwal_clean_function	start_sweep	[]
呃拖拖我这里	narwal_clean_function	come_here_mop	[]
清扫一下全屋的地	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
你几岁了开始建图	narwal_other_function	start_generate_map	[]
你可以继续清扫了吗	narwal_clean_function	continue_clean	[]
到客厅来一下	narwal_clean_function	move	"[[""location"", 1, 3]]"
打扫客厅跟饭厅	narwal_clean_function	start_clean	[]
你啥时候可以充完电呀	narwal_other_function	info_elec_status	[]
去把厨房扫一下	narwal_clean_function	start_sweep	"[[""location"", 2, 4]]"
请到这里来	narwal_clean_function	come_here	[]
你什么时候充完电呀	narwal_other_function	info_elec_status	[]
这里脏了过来清洗	narwal_clean_function	come_here_clean	[]
开开始全屋清洁	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
来厨房拖地三次	narwal_clean_function	start_mop	"[[""frequency"", 5, 6], [""location"", 1, 3]]"
房间拖过了吗	narwal_other_function	info_clean_completed_space	"[[""clean_mode"", 2, 3]]"
客厅扫拖同时客厅	narwal_clean_function	start_sweep_and_mop	[]
过来啦过来了	narwal_clean_function	come_here	[]
现在不要烘干拖布	narwal_other_function	stop_drying	[]
现在充电多少啦	narwal_other_function	info_elec_status	[]
扫一下这里来	narwal_clean_function	come_here_sweep	[]
清洁一下这儿	narwal_clean_function	come_here_clean	[]
暂停所有任务返回基站	narwal_other_function	start_back_station	[]
让机器人返回基站	narwal_other_function	start_back_station	[]
继续拖地你地都没拖完	narwal_clean_function	start_mop	[]
你什么时候可以恢复清扫	narwal_schedule_management	view_schedule	"[[""is_start_clean"", 9, 11]]"
重新扫描房间	narwal_other_function	start_generate_map	[]
过来打扫客厅	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
扫描新的房间	narwal_other_function	start_generate_map	[]
再把厨房拖一下	narwal_clean_function	start_mop	"[[""location"", 2, 4]]"
全部烘干	narwal_other_function	start_drying	[]
打扫餐桌去打扫沙发区域	narwal_clean_function	start_clean	"[[""location"", 7, 11]]"
打扫下房间二	narwal_clean_function	start_clean	"[[""location"", 3, 6]]"
开始清扫此房间	narwal_clean_function	start_clean	"[[""location"", 4, 7]]"
过来打扫客厅先	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
请回基站暂停你的任务	narwal_other_function	start_back_station	[]
你充电要多长时间啊	narwal_other_function	info_elec_status	[]
返回基站请暂停工作	narwal_other_function	start_back_station	[]
暂停任务请返回基站	narwal_other_function	start_back_station	[]
来卧室清扫	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
继续吹干	narwal_other_function	continue_drying	[]
我在这里打扫	narwal_clean_function	come_here_clean	[]
你去干啥	narwal_other_function	info_action_status	[]
去厨房去厨房	narwal_clean_function	move	"[[""location"", 1, 3]]"
这里来我这里清洁	narwal_clean_function	come_here_clean	[]
使用扫地	narwal_clean_function	start_sweep	[]
把客厅扫拖同时一遍	narwal_clean_function	start_sweep_and_mop	"[[""frequency"", 7, 8], [""location"", 1, 3]]"
不房拖地	narwal_clean_function	stop_mop	"[[""location"", 0, 2]]"
把客厅扫	narwal_clean_function	start_sweep	"[[""location"", 1, 3]]"
清理客厅厨房	narwal_clean_function	start_clean	[]
打扫卫生啦	narwal_clean_function	start_clean	[]
电量多少啦	narwal_other_function	info_elec_status	[]
不用拖只打扫	narwal_clean_function	stop_clean	[]
打这边清洁一下我这边清洁一下不要	narwal_clean_function	stop_clean	[]
拖客拖餐厅	narwal_clean_function	start_mop	[]
返回基站他刚才没设置	narwal_other_function	start_back_station	[]
扫一下地毯这里	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
呃建立地图	narwal_other_function	start_generate_map	[]
帮我扫一下次卧	narwal_clean_function	start_sweep	"[[""location"", 5, 7]]"
去学习房	narwal_clean_function	move	"[[""location"", 1, 4]]"
回基站开始了	narwal_other_function	start_back_station	[]
打扫阳台房	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
请到这边来清扫这里这里来这里来	narwal_clean_function	come_here_clean	[]
返回基站是吧	narwal_other_function	start_back_station	[]
我这里擦擦一下	narwal_clean_function	come_here_mop	[]
清洗清扫一下客厅	narwal_clean_function	start_clean	"[[""location"", 6, 8]]"
去房间看一下脏不脏	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
嗯打扫厨房	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
增加打扫餐厅	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
重新构建	narwal_other_function	start_generate_map	[]
打扫一下餐厅跟客厅	narwal_clean_function	start_clean	[]
不要烘干拖布	narwal_other_function	stop_drying	[]
你快点回基地吧	narwal_other_function	start_back_station	[]
暂停出击站	narwal_other_function	pause_exit_duck	[]
你什么时候充完电	narwal_other_function	info_elec_status	[]
请你回基地吧	narwal_other_function	start_back_station	[]
用强劲吸力	narwal_parameter_control	set_air_suction	"[[""gear"", 1, 3]]"
回舱舱舱	narwal_other_function	start_back_station	[]
扫这里我在这里	narwal_clean_function	come_here_sweep	[]
扫过来	narwal_clean_function	start_sweep	[]
重新那个开始建图	narwal_other_function	start_generate_map	[]
出来扫大厅	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
出来扫地板	narwal_clean_function	start_sweep	[]
开始回家	narwal_other_function	start_back_station	[]
回去机场	narwal_other_function	start_back_station	[]
把家里拖一下	narwal_clean_function	start_mop	"[[""location"", 1, 3]]"
跟我一起玩	narwal_clean_function	come_here	[]
可以扫大厅	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
把儿童房扫干净	narwal_clean_function	start_sweep	"[[""location"", 1, 4]]"
等一下打扫次卧	narwal_clean_function	start_clean	"[[""location"", 5, 7]]"
出来扫扫大厅地板	narwal_clean_function	start_sweep	"[[""location"", 4, 6]]"
拖地走廊和卫生间	narwal_clean_function	start_mop	[]
先拖次卧一	narwal_clean_function	start_mop	"[[""location"", 2, 5]]"
拖走	narwal_clean_function	start_mop	[]
到打扫我这里来	narwal_clean_function	come_here_clean	[]
结束任务并回充	narwal_other_function	start_back_station	[]
风力调大	narwal_parameter_control	up_suction	[]
你已回基站	narwal_other_function	start_back_station	[]
很多地方没扫干净	narwal_clean_function	start_sweep	"[[""location"", 1, 4]]"
多扫一遍	narwal_clean_function	start_sweep	"[[""frequency"", 2, 3]]"
打扫小房间房间二	narwal_clean_function	start_clean	[]
请你出基站	narwal_other_function	start_exit_duck	[]
请你给我回基站	narwal_other_function	start_back_station	[]
回基站吧终止当前任务	narwal_other_function	start_back_station	[]
你你可你可以继续去打扫了	narwal_clean_function	continue_clean	[]
打扫一下厨房客厅和餐厅	narwal_clean_function	start_clean	[]
电量充到多少了	narwal_other_function	info_elec_status	[]
开始主卧扫地	narwal_clean_function	start_sweep	"[[""location"", 2, 4]]"
你好呀走过来	narwal_clean_function	come_here	[]
去让它扫地	narwal_clean_function	start_sweep	[]
回到你的房子去	narwal_other_function	start_back_station	[]
洗拖一下	narwal_clean_function	start_mop	[]
开始客厅拖	narwal_clean_function	start_mop	"[[""location"", 2, 4]]"
有多少电量	narwal_other_function	info_elec_status	[]
快点清扫	narwal_clean_function	start_clean	[]
你拖一	narwal_clean_function	start_mop	[]
清扫客餐桌桌	narwal_clean_function	start_clean	[]
扫一下厨房和餐厅	narwal_clean_function	start_sweep	[]
去把这个客厅	narwal_clean_function	move	"[[""location"", 2, 6]]"
o基站回基站	narwal_other_function	start_back_station	[]
你去清洁我房间	narwal_clean_function	start_clean	"[[""location"", 4, 7]]"
嗯请回基站	narwal_other_function	start_back_station	[]
出来扫会地	narwal_clean_function	start_sweep	[]
帮我清扫一下屋子	narwal_clean_function	start_clean	"[[""location"", 6, 8]]"
呃拖扫大厅	narwal_clean_function	start_sweep_and_mop	"[[""location"", 3, 5]]"
请拖一下现在的位置	narwal_other_function	info_location_status	[]
打扫北次卧二	narwal_clean_function	start_clean	"[[""location"", 2, 6]]"
拖地扫客厅	narwal_clean_function	start_mop	"[[""location"", 3, 5]]"
来这边在我所在的地方清扫	narwal_clean_function	come_here_clean	[]
打扫东次卧	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
你回到基站吧	narwal_other_function	start_back_station	[]
打开强劲档	narwal_parameter_control	set_air_suction	"[[""gear"", 2, 5]]"
扫拖同时打扫全屋	narwal_clean_function	start_sweep_and_mop	"[[""location"", 6, 8]]"
返回基站返回基站刚刚还没	narwal_other_function	start_back_station	[]
你回去吗	narwal_other_function	start_back_station	[]
去扫一下走廊	narwal_clean_function	start_sweep	"[[""location"", 4, 6]]"
打扫一下桌子滚	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
清扫沙发前	narwal_clean_function	start_clean	[]
去打扫北	narwal_clean_function	start_clean	"[[""location"", 3, 4]]"
前往	narwal_clean_function	move	[]
地毯很脏吗	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
擦一下厨房地面	narwal_clean_function	start_mop	"[[""location"", 3, 5]]"
擦厨房地面	narwal_clean_function	start_mop	"[[""location"", 1, 3]]"
在这里来我这	narwal_clean_function	come_here	[]
清洁拖一下客厅	narwal_clean_function	start_mop	"[[""location"", 5, 7]]"
你今天扫了多少地	narwal_other_function	info_clean_completed_space	"[[""clean_mode"", 3, 4]]"
客厅扫了吗	narwal_other_function	info_clean_completed_space	"[[""clean_mode"", 2, 3]]"
卧室客厅扫地	narwal_clean_function	start_sweep	[]
擦厨房的地	narwal_clean_function	start_mop	"[[""location"", 1, 3]]"
清扫加拖地	narwal_clean_function	start_clean	[]
请打扫次卧二	narwal_clean_function	start_clean	"[[""location"", 3, 6]]"
上我这来来	narwal_clean_function	come_here	[]
只擦厨房的地就行不用清扫了	narwal_clean_function	stop_clean	[]
请打扫南次卧	narwal_clean_function	start_clean	"[[""location"", 3, 6]]"
嗯拖拖地呗	narwal_clean_function	start_mop	[]
给客厅和餐厅打扫一下	narwal_clean_function	start_clean	[]
扫拖衣帽间	narwal_clean_function	start_sweep_and_mop	"[[""location"", 2, 5]]"
开始打扫这里吧	narwal_clean_function	come_here_clean	[]
打扫多长时间了	narwal_other_function	info_complete_time	[]
你现在电量怎么样	narwal_other_function	info_elec_status	[]
切换成扫拖同时	narwal_clean_function	start_sweep_and_mop	[]
可以帮我建图吗	narwal_other_function	start_generate_map	[]
清洁基站门口	narwal_clean_function	start_clean	"[[""location"", 2, 6]]"
把我前面的水拖干	narwal_clean_function	come_here_mop	[]
打扫那洗手间	narwal_clean_function	start_clean	"[[""location"", 3, 6]]"
你怎么今天还不拖地	narwal_clean_function	start_mop	[]
房间三打扫一下	narwal_clean_function	start_clean	"[[""location"", 0, 3]]"
先打扫客厅啊	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
打扫一下棉花糖的房间	narwal_clean_function	start_clean	"[[""location"", 4, 10]]"
开始全屋清理扫拖	narwal_clean_function	start_sweep_and_mop	"[[""location"", 2, 4]]"
清扫客厅餐厅	narwal_clean_function	start_clean	[]
去卫生间扫地地地	narwal_clean_function	start_sweep	"[[""location"", 1, 4]]"
去扫姐姐屋	narwal_clean_function	start_sweep	"[[""location"", 2, 5]]"
清扫客厅一清扫客厅二	narwal_clean_function	start_clean	[]
打扫全打扫南	narwal_clean_function	start_clean	[]
开始今天的打扫	narwal_schedule_management	set_schedule	"[[""is_start_clean"", 5, 7], [""time"", 2, 4]]"
厨房为重污染区需要再拖一下	narwal_clean_function	start_mop	[]
扫扫全屋不需要拖	narwal_clean_function	start_sweep	"[[""location"", 2, 4]]"
吸尘大一点	narwal_other_function	start_collect_dust	[]
你一天要做什么工作	narwal_other_function	info_action_status	[]
扫一下餐桌下面	narwal_clean_function	start_sweep	[]
扫一下这块	narwal_clean_function	come_here_sweep	[]
把这个附把我的附近打扫一下	narwal_clean_function	come_here_clean	[]
过来扫地毯	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
今天清扫了吗	narwal_schedule_management	view_schedule	"[[""is_start_clean"", 2, 4], [""time"", 0, 2]]"
打扫房间二和房间三	narwal_clean_function	start_clean	[]
清扫餐桌附近	narwal_clean_function	start_clean	[]
去充下电吧回基站充电吧	narwal_other_function	start_back_station	[]
打扫餐桌附近	narwal_clean_function	start_clean	[]
开始新的任务打扫主卧	narwal_clean_function	start_clean	"[[""location"", 8, 10]]"
清扫任务做开心	narwal_clean_function	start_clean	[]
打扫一下厨	narwal_clean_function	start_clean	"[[""location"", 4, 5]]"
帮我拖一下床底	narwal_clean_function	start_mop	[]
来这清扫一下这	narwal_clean_function	come_here_clean	[]
你回基站返回基站	narwal_other_function	start_back_station	[]
建一张新图	narwal_other_function	start_generate_map	[]
搞一下卫生	narwal_clean_function	start_clean	[]
先拖床底先把床底拖干净	narwal_clean_function	start_mop	[]
打扫一下北屋	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
你地拖地	narwal_clean_function	start_mop	[]
把卧室二打扫一下	narwal_clean_function	start_clean	"[[""location"", 1, 4]]"
过来打扫打扫主卧	narwal_clean_function	start_clean	"[[""location"", 6, 8]]"
你充完电了没有	narwal_other_function	info_elec_status	[]
还要打扫哪里	narwal_other_function	info_clean_unfinished_space	[]
什么时候拖完地	narwal_schedule_management	view_schedule	"[[""is_start_mop"", 4, 5]]"
这屋没擦干净	narwal_clean_function	start_mop	"[[""location"", 0, 2]]"
就是不扫这里这里扫一下	narwal_clean_function	come_here_sweep	[]
干到什么程度了	narwal_other_function	info_error_status	[]
扫一下这个头发	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
打扫一下厨房客厅	narwal_clean_function	start_clean	[]
开始清扫房间卧室	narwal_clean_function	start_clean	"[[""location"", 4, 8]]"
回回基站充电	narwal_other_function	start_back_station	[]
先清洁我这里	narwal_clean_function	come_here_clean	[]
打扫全部空间	narwal_clean_function	start_clean	"[[""location"", 2, 6]]"
上我这里扫地	narwal_clean_function	come_here_sweep	[]
上我这里只打扫地面	narwal_clean_function	come_here_clean	[]
你看了吗回基站	narwal_other_function	start_back_station	[]
多少电量你可以工作	narwal_other_function	info_elec_status	[]
多少电可以开始工作	narwal_other_function	info_elec_status	[]
你需要多少电才能工作	narwal_other_function	info_elec_status	[]
执行任务需要多少电量	narwal_other_function	info_elec_status	[]
这边再拖一下这边再拖一下	narwal_clean_function	come_here_mop	[]
开始建图了哦	narwal_other_function	start_generate_map	[]
继续刚才的清洁任务	narwal_clean_function	continue_clean	[]
扫拖客厅餐厅儿童房	narwal_clean_function	start_sweep_and_mop	"[[""location"", 2, 9]]"
扫一下餐厅卫生	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
回回回基站	narwal_other_function	start_back_station	[]
来清扫一下这里	narwal_clean_function	come_here_clean	[]
你把卧室打扫一下	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
我们去二楼	narwal_clean_function	come_here	[]
暂停任务开始充电	narwal_other_function	start_back_station	[]
你出来走两步	narwal_other_function	start_exit_duck	[]
结束当前任务回到基基站	narwal_other_function	start_back_station	[]
让扫地机器人回去基站	narwal_other_function	start_back_station	[]
请打扫二楼	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
上我这里只扫地	narwal_clean_function	come_here_sweep	[]
厨房打扫完了没有	narwal_other_function	info_clean_completed_space	"[[""clean_mode"", 2, 4]]"
去客厅一扫一下	narwal_clean_function	start_sweep	"[[""location"", 1, 4]]"
还有哪里要打扫	narwal_other_function	info_clean_unfinished_space	[]
回到基站继续任务	narwal_other_function	start_back_station	[]
去厨房清扫	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
开始先拖先	narwal_clean_function	start_mop	[]
该干活了出来干活	narwal_other_function	start_exit_duck	[]
把扫地机器人叫出来	narwal_other_function	start_exit_duck	[]
清洁剂是否需要更换	narwal_other_function	info_consumable	"[[""consumable"", 0, 3]]"
你几个小时能充满电	narwal_other_function	info_elec_status	[]
回回基地	narwal_other_function	start_back_station	[]
你什么时候能充完电呢	narwal_other_function	info_elec_status	[]
你自己会回基站吗	narwal_other_function	start_back_station	[]
主卧有点脏哦	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
打扫一下我们这里	narwal_clean_function	come_here_clean	[]
停止充电继续工作	narwal_other_function	stop_back_station	[]
你的你现在还有多少电	narwal_other_function	info_elec_status	[]
你的任务完成了吗	narwal_other_function	info_clean_progress	[]
你的清扫任务完成了吗	narwal_other_function	info_clean_progress	[]
退出基站基站	narwal_other_function	start_exit_duck	[]
到了到阳	narwal_clean_function	move	[]
哪里还没有清洗	narwal_clean_function	start_clean	[]
你自己能回基站吗	narwal_other_function	start_back_station	[]
你你现在还在烘干吗	narwal_other_function	info_action_status	[]
你马上打扫好了	narwal_other_function	info_clean_progress	[]
打扫一下主卧卫生	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
清空尘盒	narwal_other_function	start_collect_dust	[]
你现在是什么状态	narwal_other_function	info_action_status	[]
充电到达多少可以继续工作	narwal_other_function	info_elec_status	[]
把走廊扫一下	narwal_clean_function	start_sweep	"[[""location"", 1, 3]]"
吹干拖布	narwal_other_function	start_drying	[]
多久该换耗材了	narwal_other_function	info_consumable	"[[""consumable"", 4, 6]]"
单扫清洁	narwal_clean_function	start_clean	[]
改成单拖地模式	narwal_clean_function	start_mop	[]
出去了	narwal_other_function	start_exit_duck	[]
到这里来吸地	narwal_clean_function	come_here_sweep	[]
开始新的任务扫地	narwal_clean_function	start_sweep	[]
现在开始建图	narwal_other_function	start_generate_map	[]
出来打扫卫生用边扫边拖	narwal_clean_function	start_sweep_and_mop	[]
请不要打扫	narwal_clean_function	stop_clean	[]
你可以快速充电吗	narwal_other_function	start_back_station	[]
打扫我身边打扫我的身边	narwal_clean_function	come_here_clean	[]
把这个房间地毯位置扫一扫	narwal_clean_function	start_sweep	[]
卧室扫拖同时	narwal_clean_function	start_sweep_and_mop	"[[""location"", 0, 2]]"
扫一扫阳台	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
擦地拖地	narwal_clean_function	start_mop	[]
打扫任务完成了吗	narwal_other_function	info_clean_progress	[]
给我清理一下客厅	narwal_clean_function	start_clean	"[[""location"", 6, 8]]"
去阳台扫拖	narwal_clean_function	start_sweep_and_mop	"[[""location"", 1, 3]]"
三点钟把客厅打扫干净	narwal_schedule_management	set_schedule	"[[""is_start_clean"", 6, 8], [""location"", 4, 6], [""time"", 0, 3]]"
嗯结束当前任务返回	narwal_other_function	start_back_station	[]
清扫这块区域	narwal_clean_function	come_here_clean	[]
到餐桌这边来	narwal_clean_function	move	"[[""location"", 1, 3]]"
把厨房打扫一下啊	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
打扫一遍厨房	narwal_clean_function	start_clean	"[[""frequency"", 2, 3], [""location"", 4, 6]]"
请打扫一下主卧室	narwal_clean_function	start_clean	"[[""location"", 5, 8]]"
扫我这来	narwal_clean_function	come_here_sweep	[]
把吸力调到标准	narwal_parameter_control	set_air_suction	"[[""gear"", 5, 7]]"
过来把我这扫一下	narwal_clean_function	come_here_sweep	[]
结束当前任务两个小时之后再开始新任务	narwal_schedule_management	set_schedule	"[[""time"", 6, 12]]"
暂停清洗	narwal_clean_function	pause_clean	[]
前往大房间拖呃扫地	narwal_clean_function	start_mop	"[[""location"", 2, 5]]"
请到我这前扫扫请到我跟前扫扫	narwal_clean_function	come_here_sweep	[]
到大房间扫地	narwal_clean_function	start_sweep	"[[""location"", 1, 4]]"
